fid,latitude,longitude,tow,altitude,runway,month
ASL39Q_1633,51.434170997748936,6.974945068359375,75403.55356648611,36050.0,18L,12
AUA372A_1243,51.51530456542969,6.998662175358953,78000.0,30000.0,18L,09
AUA3NA_1038,51.44390041545286,6.988525390625,78000.0,31175.000000000004,18L,06
AUA3NA_1045,51.47388005660752,6.9850921630859375,78000.0,32125.0,18L,06
AUA3NA_1073,51.373443603515625,6.9832961623733105,71311.00505300963,36600.0,18L,12
AUA3NA_1109,51.37514276019597,6.977081298828125,76653.07839199604,33400.0,18L,06
AUA3NA_1152,51.41573631157309,6.99066162109375,74271.6099586373,33950.0,18L,09
AUA3NA_1158,51.4053086103019,6.9808197021484375,78000.0,31474.999999999996,18L,06
AUA3NA_1167,51.37523586467161,6.998291015625,78000.0,31000.000000000004,18L,12
AUA3NA_1171,51.447810803429554,6.983795166015625,78000.0,32925.0,18L,12
AUA3NA_1178,51.455474853515625,6.996732144742399,77241.52932047038,33725.0,18L,12
AUA3NA_1188,51.43016750529661,6.9733428955078125,78000.0,32675.0,18L,03
AUA3NA_1207,51.44769287109375,6.977431838576858,76992.89352590239,34225.0,18L,06
AUA3NA_1212,51.49827575683594,6.99970142261402,78000.0,32625.0,18L,12
AUA3NA_1218,51.37994384765625,6.9993302628800675,67702.98929629696,35000.0,18L,12
AUA3NA_1232,51.396240234375,6.9873046875,73086.0860056343,36100.0,18L,12
AUA3NA_1233,51.36204528808594,6.99146167652027,78000.0,31875.0,18L,12
AUA3NA_1246,51.57652774099576,6.9824981689453125,78000.0,32300.0,18L,09
AUA3NA_1248,51.340880313162074,6.9891357421875,74607.14188375219,35975.0,18L,09
AUA3NA_1249,51.43959045410156,6.976912214949325,78000.0,34600.0,18L,03
AUA3NA_1268,51.499237060546875,6.997845623944257,78000.0,30899.999999999996,18L,09
AUA3NA_1283,51.41028969974841,6.9982147216796875,78000.0,32250.000000000004,18L,09
AUA3NA_1300,51.35856628417969,6.9801041886613175,71683.66094318667,36700.0,18L,09
AUA3NA_1304,51.42430192333156,6.98883056640625,68123.19246711252,36900.0,18L,03
AUA3NA_1309,51.41634149066472,6.99920654296875,67170.73366663777,35000.0,18L,03
AUA3NA_1318,51.40672302246094,6.990348197318412,78000.0,34000.0,18L,09
AUA3NA_1320,51.4413865946107,6.9775390625,78000.0,31699.999999999996,18L,09
AUA3NA_1327,51.38864290916313,6.9979095458984375,78000.0,30975.0,18L,03
AUA3NA_1331,51.35856628417969,6.9801041886613175,71683.66094318667,36700.0,18L,09
AUA3NA_1344,51.398529052734375,6.990273965371622,74473.67159226768,36025.0,18L,03
AUA3NA_1349,51.49919128417969,6.977060678842905,71967.51807666794,33775.0,18L,03
AUA3NA_1373,51.48528535487288,6.9841766357421875,64328.17377354297,35075.0,18L,03
DLH1A_646,51.299262612552965,6.986083984375,78000.0,28849.999999999996,18L,09
DLH1A_672,51.35252380371094,6.997103304476352,68994.54276158233,30600.0,18L,09
DLH1A_686,51.28422623973781,6.991119384765625,76662.36293664497,30975.0,18L,09
DLH1A_690,51.291302179886124,6.9890594482421875,72934.16101864984,30049.999999999996,18L,09
DLH1A_699,51.290790105270126,6.9994354248046875,73134.21504430252,28975.0,18L,09
DLH1A_710,51.417365639896715,6.9969940185546875,78000.0,30850.0,18L,09
DLH1A_738,51.35252380371094,6.997103304476352,68994.54276158233,30600.0,18L,09
DLH2TJ_540,51.24494934082031,6.992203995988175,71860.8072716734,35500.0,18L,12
DLH2TJ_624,51.24167749437235,6.9954681396484375,69980.86628778288,35150.0,18L,12
DLH5A_642,51.285995224774894,6.9847869873046875,75723.37104301102,28925.0,18L,03
DLH7KK_568,51.247650146484375,6.980029956714527,78000.0,33950.0,18L,03
DLH8MH_575,51.207733154296875,6.98997703758446,72722.18612017996,34625.0,18L,06
DLH8MH_576,51.22701353945974,6.9835662841796875,78000.0,33125.0,18L,09
DLH8MH_607,51.26239013671875,6.976615287162162,72289.35793237921,34700.0,18L,09
DLH8MH_658,51.23460388183594,6.991684372360642,78000.0,33075.0,18L,09
DLH8MH_669,51.23795331534693,6.99462890625,73670.978667652,32975.0,18L,09
DLH8MH_672,51.13940222788665,6.998443603515625,78000.0,30750.0,18L,09
DLH8MH_673,51.22701353945974,6.9835662841796875,78000.0,33125.0,18L,09
